rank,position,hand,player,years,years_active,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1965-66,23,CBH,NHL,69,27,26,53,21.0,49,20.0,7.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1966-67,24,CBH,NHL,69,21,40,61,34.0,40,18.0,2.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1967-68,25,BOS,NHL,74,35,49,84,18.0,21,26.0,8.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1968-69,26,BOS,NHL,74,49,77,126,55.0,79,37.0,10.0,2.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1969-70,27,BOS,NHL,76,43,56,99,26.0,50,24.0,18.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1970-71,28,BOS,NHL,78,76,76,152,69.0,71,51.0,24.0,1.0,16.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1971-72,29,BOS,NHL,76,66,67,133,54.0,76,37.0,27.0,2.0,16.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1972-73,30,BOS,NHL,78,55,75,130,17.0,87,31.0,19.0,5.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1973-74,31,BOS,NHL,78,68,77,145,51.0,58,50.0,14.0,4.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1974-75,32,BOS,NHL,79,61,66,127,17.0,62,30.0,27.0,4.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1975-76,33,TOT,NHL,74,35,48,83,-39.0,36,15.0,19.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1975-76,33,BOS,NHL,12,6,10,16,-1.0,8,3.0,3.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1975-76,33,NYR,NHL,62,29,38,67,-38.0,28,12.0,16.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1976-77,34,NYR,NHL,80,34,46,80,-27.0,52,19.0,15.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1977-78,35,NYR,NHL,79,38,43,81,-21.0,53,17.0,21.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1978-79,36,NYR,NHL,80,42,36,78,-1.0,37,28.0,14.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1979-80,37,NYR,NHL,80,34,44,78,-14.0,73,21.0,13.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
6,Centre,Left,Phil Esposito,1963-81,20,717,Retired,1963,1980-81,38,NYR,NHL,41,7,13,20,-15.0,20,4.0,3.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/esposph01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1979-80,20,WSH,NHL,77,36,32,68,16.0,66,32.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1980-81,21,WSH,NHL,80,48,46,94,-4.0,100,35.0,13.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1981-82,22,WSH,NHL,80,35,45,80,-12.0,121,28.0,5.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1982-83,23,WSH,NHL,73,38,38,76,-3.0,54,27.0,10.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1983-84,24,WSH,NHL,80,40,45,85,23.0,90,32.0,8.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1984-85,25,WSH,NHL,80,50,52,102,16.0,71,33.0,17.0,0.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1985-86,26,WSH,NHL,74,35,40,75,-5.0,63,22.0,11.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1986-87,27,WSH,NHL,78,41,32,73,2.0,61,29.0,5.0,7.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1987-88,28,WSH,NHL,80,48,33,81,20.0,73,29.0,19.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1988-89,29,TOT,NHL,69,33,36,69,11.0,73,24.0,9.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1988-89,29,WSH,NHL,56,26,29,55,8.0,71,20.0,6.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1988-89,29,MNS,NHL,13,7,7,14,3.0,2,4.0,3.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1989-90,30,TOT,NHL,79,45,41,86,-4.0,38,20.0,21.0,4.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1989-90,30,MNS,NHL,67,34,36,70,-8.0,32,15.0,15.0,4.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1989-90,30,NYR,NHL,12,11,5,16,4.0,6,5.0,6.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1990-91,31,NYR,NHL,79,49,20,69,-9.0,53,26.0,22.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1991-92,32,NYR,NHL,76,40,41,81,11.0,55,25.0,15.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1992-93,33,NYR,NHL,84,45,23,68,-4.0,59,32.0,13.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1993-94,34,TOT,NHL,81,34,30,64,20.0,62,18.0,11.0,5.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1993-94,34,NYR,NHL,71,28,24,52,11.0,58,13.0,10.0,5.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1993-94,34,TOR,NHL,10,6,6,12,9.0,4,5.0,1.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1994-95,35,TOR,NHL,38,12,8,20,0.0,6,9.0,2.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1995-96,36,TOR,NHL,82,35,19,54,5.0,52,20.0,15.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1996-97,37,PHX,NHL,82,32,31,63,-11.0,38,18.0,13.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
7,Rightwing,Right,Mike Gartner,1979-98,21,708,Retired,1979,1997-98,38,PHX,NHL,60,12,15,27,-4.0,24,8.0,4.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gartnmi01.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2005-06,20,WSH,NHL,81,52,54,106,2.0,52,28.0,21.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2006-07,21,WSH,NHL,82,46,46,92,-19.0,52,30.0,16.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2007-08,22,WSH,NHL,82,65,47,112,28.0,40,43.0,22.0,0.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2008-09,23,WSH,NHL,79,56,54,110,8.0,72,36.0,19.0,1.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2009-10,24,WSH,NHL,72,50,59,109,45.0,89,37.0,13.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2010-11,25,WSH,NHL,79,32,53,85,24.0,41,25.0,7.0,0.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2011-12,26,WSH,NHL,78,38,27,65,-8.0,26,25.0,13.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2012-13,27,WSH,NHL,48,32,24,56,2.0,36,16.0,16.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2013-14,28,WSH,NHL,78,51,28,79,-35.0,48,27.0,24.0,0.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2014-15,29,WSH,NHL,81,53,28,81,10.0,58,28.0,25.0,0.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2015-16,30,WSH,NHL,79,50,21,71,21.0,53,31.0,19.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2016-17,31,WSH,NHL,82,33,36,69,6.0,50,16.0,17.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2017-18,32,WSH,NHL,82,49,38,87,3.0,32,32.0,17.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2018-19,33,WSH,NHL,81,51,38,89,7.0,40,33.0,18.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
8,Leftwing,Right,Alex Ovechkin,2005-20,17,700,Active,2005,2019-20,34,WSH,NHL,61,42,17,59,-14.0,30,30.0,12.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/ovechal01-2020.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1979-80,19,EDM,NHL,75,12,21,33,-9.0,120,10.0,1.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1980-81,20,EDM,NHL,72,23,40,63,-12.0,102,19.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1981-82,21,EDM,NHL,78,50,38,88,20.0,119,40.0,10.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1982-83,22,EDM,NHL,77,48,58,106,18.0,72,35.0,12.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1983-84,23,EDM,NHL,73,37,64,101,40.0,165,26.0,7.0,4.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1984-85,24,EDM,NHL,55,23,31,54,10.0,57,14.0,4.0,5.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1985-86,25,EDM,NHL,63,35,49,84,35.0,70,20.0,10.0,5.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1986-87,26,EDM,NHL,77,37,70,107,22.0,73,26.0,7.0,4.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1987-88,27,EDM,NHL,77,37,74,111,21.0,103,22.0,12.0,3.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1988-89,28,EDM,NHL,72,33,61,94,-5.0,130,21.0,6.0,6.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1989-90,29,EDM,NHL,79,45,84,129,19.0,79,26.0,13.0,6.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1990-91,30,EDM,NHL,53,12,52,64,15.0,34,8.0,3.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1991-92,31,NYR,NHL,79,35,72,107,31.0,76,19.0,12.0,4.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1992-93,32,NYR,NHL,75,25,66,91,-6.0,72,16.0,7.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1993-94,33,NYR,NHL,76,26,58,84,25.0,76,18.0,6.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1994-95,34,NYR,NHL,46,14,39,53,8.0,40,8.0,3.0,3.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1995-96,35,NYR,NHL,74,47,52,99,29.0,122,32.0,14.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1996-97,36,NYR,NHL,71,36,48,84,12.0,88,24.0,7.0,5.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1997-98,37,VAN,NHL,82,22,38,60,-10.0,58,12.0,8.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1998-99,38,VAN,NHL,59,13,35,48,-12.0,33,7.0,4.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,1999-00,39,VAN,NHL,66,17,37,54,-15.0,30,11.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,2000-01,40,NYR,NHL,82,24,43,67,-25.0,89,9.0,12.0,3.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,2001-02,41,NYR,NHL,41,7,16,23,-1.0,32,5.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,2002-03,42,NYR,NHL,78,18,22,40,-2.0,30,9.0,8.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
9,Leftwing,Left,Mark Messier,1979-04,27,694,Retired,1979,2003-04,43,NYR,NHL,76,18,25,43,3.0,42,15.0,1.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/messima01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1983-84,18,DET,NHL,80,39,48,87,-19.0,33,26.0,13.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1984-85,19,DET,NHL,80,30,59,89,-17.0,58,21.0,9.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1985-86,20,DET,NHL,51,14,28,42,-22.0,16,11.0,3.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1986-87,21,DET,NHL,80,31,59,90,-2.0,43,21.0,9.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1987-88,22,DET,NHL,64,50,52,102,30.0,44,34.0,10.0,6.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1988-89,23,DET,NHL,80,65,90,155,17.0,61,45.0,17.0,3.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1989-90,24,DET,NHL,79,62,65,127,-6.0,79,39.0,16.0,7.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1990-91,25,DET,NHL,80,51,57,108,-2.0,34,33.0,12.0,6.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1991-92,26,DET,NHL,79,45,58,103,26.0,64,28.0,9.0,8.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1992-93,27,DET,NHL,84,58,79,137,33.0,44,38.0,13.0,7.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1993-94,28,DET,NHL,58,24,58,82,11.0,36,14.0,7.0,3.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1994-95,29,DET,NHL,47,12,26,38,6.0,40,8.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1995-96,30,DET,NHL,80,36,59,95,29.0,64,18.0,16.0,2.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1996-97,31,DET,NHL,81,22,63,85,22.0,78,14.0,8.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1997-98,32,DET,NHL,75,24,45,69,3.0,46,16.0,6.0,2.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1998-99,33,DET,NHL,80,29,45,74,8.0,42,14.0,13.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,1999-00,34,DET,NHL,78,35,44,79,28.0,34,18.0,15.0,2.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,2000-01,35,DET,NHL,54,18,34,52,4.0,18,13.0,5.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,2001-02,36,DET,NHL,52,13,35,48,11.0,18,7.0,5.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,2002-03,37,DET,NHL,16,2,6,8,6.0,8,1.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,2003-04,38,DET,NHL,75,18,33,51,10.0,46,11.0,7.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
10,Centre,Right,Steve Yzerman,1983-06,25,692,Retired,1983,2005-06,40,DET,NHL,61,14,20,34,8.0,18,10.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/yzermst01.jpg
11,Centre,Right,Mario Lemieux,1984-06,24,690,Retired,1984,1984-85,19,PIT,NHL,73,43,57,100,-33.0,54,32.0,11.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,Centre,Right,Mario Lemieux,1984-06,24,690,Retired,1984,1985-86,20,PIT,NHL,79,48,93,141,-8.0,43,31.0,17.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,Centre,Right,Mario Lemieux,1984-06,24,690,Retired,1984,1986-87,21,PIT,NHL,63,54,53,107,12.0,57,35.0,19.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,Centre,Right,Mario Lemieux,1984-06,24,690,Retired,1984,1987-88,22,PIT,NHL,77,70,98,168,23.0,92,38.0,22.0,10.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,Centre,Right,Mario Lemieux,1984-06,24,690,Retired,1984,1988-89,23,PIT,NHL,76,85,114,199,41.0,100,41.0,31.0,13.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
11,Centre,Right,Mario Lemieux,1984-06,24,690,Retired,1984,1989-90,24,PIT,NHL,59,45,78,123,-18.0,78,28.0,14.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lemiema01.jpg
